text,label,source
As if i wasn't having enough trouble sleeping.,legitimate,mendeley_sms_phishing
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,legitimate,mendeley_sms_phishing
Thnx dude. u guys out 2nite?,legitimate,mendeley_sms_phishing
"Noida Commercial Wave Sec-18  Silver @ 11500/- PSF  Gold @ 12500/- PSF,  Logix Sec-124 @ 8200/- PSF For Best Deal Call 9711131802 /3",scam,mendeley_sms_phishing
So are you guys asking that i get that slippers again or its gone with last year,legitimate,mendeley_sms_phishing
U guys never invite me anywhere :(,legitimate,mendeley_sms_phishing
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,scam,mendeley_sms_phishing
My computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,legitimate,mendeley_sms_phishing
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",legitimate,mendeley_sms_phishing
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",scam,mendeley_sms_phishing
"Velly good, yes please!",legitimate,mendeley_sms_phishing
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",legitimate,mendeley_sms_phishing
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407166 (18+) 2 stop getstop on 88333 PHP,scam,mendeley_sms_phishing
Jokin only lar... :-) depends on which phone my father can get lor...,legitimate,mendeley_sms_phishing
I thought slide is enough.,legitimate,mendeley_sms_phishing
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,legitimate,mendeley_sms_phishing
Dude we should go sup again,legitimate,mendeley_sms_phishing
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",scam,mendeley_sms_phishing
Shopping lor. Them raining mah hard 2 leave orchard.,legitimate,mendeley_sms_phishing
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,legitimate,mendeley_sms_phishing
Need a coffee run tomo?Can't believe it's that time of week already,legitimate,mendeley_sms_phishing
Oooh bed ridden ey? What are YOU thinking of?,legitimate,mendeley_sms_phishing
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,legitimate,mendeley_sms_phishing
Ok... C ya...,legitimate,mendeley_sms_phishing
Are you this much buzy�.I don�t think so,legitimate,mendeley_sms_phishing
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,scam,mendeley_sms_phishing
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,legitimate,mendeley_sms_phishing
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,legitimate,mendeley_sms_phishing
Ha ha ha good joke. Girls are situation seekers.,legitimate,mendeley_sms_phishing
"Sir, i am waiting for your call.",legitimate,mendeley_sms_phishing
Yay! You better not have told that to 5 other girls either.,legitimate,mendeley_sms_phishing
But i'll b going 2 sch on mon. My sis need 2 take smth.,legitimate,mendeley_sms_phishing
Yo theres no class tmrw right?,legitimate,mendeley_sms_phishing
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",legitimate,mendeley_sms_phishing
RCT' THNQ Adrian for U text. Rgds Vatian,scam,mendeley_sms_phishing
Not sure I have the stomach for it ...,legitimate,mendeley_sms_phishing
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101359 NOW! Only 10p per min. BT-national-rate",scam,mendeley_sms_phishing
	Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,scam,mendeley_sms_phishing
I'll let you know when it kicks in,legitimate,mendeley_sms_phishing
"Yup, no need. I'll jus wait 4 e rain 2 stop.",legitimate,mendeley_sms_phishing
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),scam,mendeley_sms_phishing
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6200992462 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,scam,mendeley_sms_phishing
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",scam,mendeley_sms_phishing
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,legitimate,mendeley_sms_phishing
"Arms fine, how's Cardiff and uni? ",legitimate,mendeley_sms_phishing
oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,scam,mendeley_sms_phishing
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),legitimate,mendeley_sms_phishing
Ok then i will come to ur home after half an hour,legitimate,mendeley_sms_phishing
ITS A LAPTOP TAKE IT WITH YOU.,legitimate,mendeley_sms_phishing
S.i think he is waste for rr..,legitimate,mendeley_sms_phishing
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,legitimate,mendeley_sms_phishing
PL: Battle Royale! Gilchrist Vs Warne today at 8PM. Click http://ipl.onmix.mobi/?src=504 for IPL on mobile. To stop MIX alerts click http://onmix.mobi/alert,scam,mendeley_sms_phishing
Dun need to use dial up juz open da browser n surf...,legitimate,mendeley_sms_phishing
You call him and tell now infront of them. Call him now.,legitimate,mendeley_sms_phishing
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",legitimate,mendeley_sms_phishing
"I noe la... U wana pei bf oso rite... K lor, other days den...",legitimate,mendeley_sms_phishing
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,legitimate,mendeley_sms_phishing
And by when you're done I mean now,legitimate,mendeley_sms_phishing
I dont want to hear anything,legitimate,mendeley_sms_phishing
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,legitimate,mendeley_sms_phishing
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",scam,mendeley_sms_phishing
"[…] anyway, many good evenings to u! s",legitimate,mendeley_sms_phishing
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,legitimate,mendeley_sms_phishing
Ü takin linear algebra today?,legitimate,mendeley_sms_phishing
"Jan is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",legitimate,mendeley_sms_phishing
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,legitimate,mendeley_sms_phishing
Jus finish bathing...,legitimate,mendeley_sms_phishing
"I think your mentor is , but not 100 percent sure.",legitimate,mendeley_sms_phishing
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,legitimate,mendeley_sms_phishing
Ok set let u noe e details later...,legitimate,mendeley_sms_phishing
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,legitimate,mendeley_sms_phishing
Ok..lets find out�,legitimate,mendeley_sms_phishing
You busy or can I come by at some point and figure out what we're doing tomorrow,legitimate,mendeley_sms_phishing
Thats cool. I want to please you...,legitimate,mendeley_sms_phishing
May i call You later Pls,legitimate,mendeley_sms_phishing
	Please CALL 08712402779 immediately as there is an urgent message waiting for you,scam,mendeley_sms_phishing
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",scam,mendeley_sms_phishing
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",legitimate,mendeley_sms_phishing
Good Morning plz call me sir,legitimate,mendeley_sms_phishing
Lol alright i was thinkin that too haha,legitimate,mendeley_sms_phishing
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,scam,mendeley_sms_phishing
Ok pa. Nothing problem:-),legitimate,mendeley_sms_phishing
"Alright omw, gotta change my order to a half8th",legitimate,mendeley_sms_phishing
Sorry about that this is my mates phone and i didnt write it love Kate,legitimate,mendeley_sms_phishing
"Aight, see you in a bit",legitimate,mendeley_sms_phishing
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,scam,mendeley_sms_phishing
"Plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking  starts with 30000/-onwards or full down.instalments also.call 9213241451.",scam,mendeley_sms_phishing
JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,legitimate,mendeley_sms_phishing
"Actually , just do whatever, do find an excuse to be in tampa at some point before january though",legitimate,mendeley_sms_phishing
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly call customer care on 08065635084 for help.",scam,mendeley_sms_phishing
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,legitimate,mendeley_sms_phishing
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,legitimate,mendeley_sms_phishing
Are you at work right now ?,legitimate,mendeley_sms_phishing
	You have 1 new voicemail. Please call 0871918154.,scam,mendeley_sms_phishing
At 4. Let's go to bill millers,legitimate,mendeley_sms_phishing
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",legitimate,mendeley_sms_phishing
K..u also dont msg or reply to his msg..,legitimate,mendeley_sms_phishing
If india win or level series means this is record:),legitimate,mendeley_sms_phishing
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",legitimate,mendeley_sms_phishing
Wot u up 2 u weirdo?,legitimate,mendeley_sms_phishing
	Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,scam,mendeley_sms_phishing
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,legitimate,mendeley_sms_phishing
Hmmm.but you should give it on one day..,legitimate,mendeley_sms_phishing
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,scam,mendeley_sms_phishing
Just do what ever is easier for you,legitimate,mendeley_sms_phishing
And whenever you and i see we can still hook up too.,legitimate,mendeley_sms_phishing
U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,scam,mendeley_sms_phishing
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,scam,mendeley_sms_phishing
I attended but nothing is there.,legitimate,mendeley_sms_phishing
	We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,scam,mendeley_sms_phishing
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",legitimate,mendeley_sms_phishing
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",legitimate,mendeley_sms_phishing
Good morning pookie pie! Lol hope I didn't wake u up,legitimate,mendeley_sms_phishing
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,scam,mendeley_sms_phishing
Do you know where my lab goggles went,legitimate,mendeley_sms_phishing
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, PocketBabe.co.uk 0870241182716 ",scam,mendeley_sms_phishing
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",legitimate,mendeley_sms_phishing
Is fujitsu s series lifebook good?,legitimate,mendeley_sms_phishing
Does uncle timi help in clearing cars,legitimate,mendeley_sms_phishing
"Greetings me, ! Consider yourself excused.",legitimate,mendeley_sms_phishing
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",legitimate,mendeley_sms_phishing
Hahaha..use your brain dear..that will work here�,legitimate,mendeley_sms_phishing
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,legitimate,mendeley_sms_phishing
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",scam,mendeley_sms_phishing
Ill be there on  &lt;#&gt;  ok.,legitimate,mendeley_sms_phishing
Then she buying today? Ü no need to c meh...,legitimate,mendeley_sms_phishing
Babe ? I lost you ... Will you try rebooting ?,legitimate,mendeley_sms_phishing
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,scam,mendeley_sms_phishing
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,legitimate,mendeley_sms_phishing
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,legitimate,mendeley_sms_phishing
Hey... Very inconvenient for your sis a not huh?,legitimate,mendeley_sms_phishing
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,legitimate,mendeley_sms_phishing
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,legitimate,mendeley_sms_phishing
	FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,scam,mendeley_sms_phishing
Will you be here for food,legitimate,mendeley_sms_phishing
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!!",legitimate,mendeley_sms_phishing
"Yes, princess. Toledo.",legitimate,mendeley_sms_phishing
K..give back my thanks.,legitimate,mendeley_sms_phishing
Okay same with me. Well thanks for the clarification,legitimate,mendeley_sms_phishing
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",legitimate,mendeley_sms_phishing
"Not sure yet, still trying to get a hold of him",legitimate,mendeley_sms_phishing
I'm okay. Chasing the dream. What's good. What are you doing next.,legitimate,mendeley_sms_phishing
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,legitimate,mendeley_sms_phishing
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",scam,mendeley_sms_phishing
Lol I would but despite these cramps I like being a girl.,legitimate,mendeley_sms_phishing
R we still meeting 4 dinner tonight?,legitimate,mendeley_sms_phishing
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,scam,mendeley_sms_phishing
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",legitimate,mendeley_sms_phishing
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,scam,mendeley_sms_phishing
Have you not finished work yet or something?,legitimate,mendeley_sms_phishing
"I'm in a meeting, call me later at 4",legitimate,mendeley_sms_phishing
"	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",scam,mendeley_sms_phishing
Oh my God. I'm almost home,legitimate,mendeley_sms_phishing
My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com,scam,mendeley_sms_phishing
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,scam,mendeley_sms_phishing
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",legitimate,mendeley_sms_phishing
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",legitimate,mendeley_sms_phishing
Then ur physics get a-?,legitimate,mendeley_sms_phishing
This single single answers are we fighting? Plus i said am broke and you didnt reply,legitimate,mendeley_sms_phishing
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,legitimate,mendeley_sms_phishing
U too...,legitimate,mendeley_sms_phishing
Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,legitimate,mendeley_sms_phishing
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,legitimate,mendeley_sms_phishing
No current and food here. I am alone also,legitimate,mendeley_sms_phishing
Hmm thinking lor...,legitimate,mendeley_sms_phishing
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,legitimate,mendeley_sms_phishing
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,scam,mendeley_sms_phishing
I think chennai well settled?,legitimate,mendeley_sms_phishing
Hi happy birthday. Hi hi hi hi hi hi hi,legitimate,mendeley_sms_phishing
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,legitimate,mendeley_sms_phishing
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,legitimate,mendeley_sms_phishing
"That's very rude, you on campus?",legitimate,mendeley_sms_phishing
Did u see what I posted on your Facebook?,legitimate,mendeley_sms_phishing
He is world famamus....,legitimate,mendeley_sms_phishing
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,scam,mendeley_sms_phishing
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,scam,mendeley_sms_phishing
Aight ill get on fb in a couple minutes,legitimate,mendeley_sms_phishing
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",legitimate,mendeley_sms_phishing
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,scam,mendeley_sms_phishing
If u sending her home first it's ok lor. I'm not ready yet.,legitimate,mendeley_sms_phishing
Aiyah e rain like quite big leh. If drizzling i can at least run home.,legitimate,mendeley_sms_phishing
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,legitimate,mendeley_sms_phishing
"Yeah, probably earlier than that",legitimate,mendeley_sms_phishing
If you r at home then I am coming within 20 mins,legitimate,mendeley_sms_phishing
