text,label,source
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,legitimate,uci_sms_spam
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",legitimate,uci_sms_spam
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,legitimate,uci_sms_spam
K tell me anything about you.,legitimate,uci_sms_spam
For fear of fainting with the of all that housework you just did? Quick have a cuppa,legitimate,uci_sms_spam
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,scam,uci_sms_spam
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,legitimate,uci_sms_spam
"Oops, I'll let you know when my roommate's done",legitimate,uci_sms_spam
I see the letter B on my car,legitimate,uci_sms_spam
Anything lor... U decide...,legitimate,uci_sms_spam
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,legitimate,uci_sms_spam
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,legitimate,uci_sms_spam
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",legitimate,uci_sms_spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,scam,uci_sms_spam
WHO ARE YOU SEEING?,legitimate,uci_sms_spam
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,legitimate,uci_sms_spam
No calls..messages..missed calls,legitimate,uci_sms_spam
Didn't you get hep b immunisation in nigeria.,legitimate,uci_sms_spam
"Fair enough, anything going on?",legitimate,uci_sms_spam
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",legitimate,uci_sms_spam
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,legitimate,uci_sms_spam
What you thinked about me. First time you saw me in class.,legitimate,uci_sms_spam
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",legitimate,uci_sms_spam
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,legitimate,uci_sms_spam
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",legitimate,uci_sms_spam
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,scam,uci_sms_spam
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,legitimate,uci_sms_spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",scam,uci_sms_spam
"Sorry, I'll call later in meeting.",legitimate,uci_sms_spam
Tell where you reached,legitimate,uci_sms_spam
Yes..gauti and sehwag out of odi series.,legitimate,uci_sms_spam
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,legitimate,uci_sms_spam
Ha ha ha good joke. Girls are situation seekers.,legitimate,uci_sms_spam
Its a part of checking IQ,legitimate,uci_sms_spam
"Sorry my roommates took forever, it ok if I come by now?",legitimate,uci_sms_spam
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,legitimate,uci_sms_spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",scam,uci_sms_spam
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",legitimate,uci_sms_spam
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",scam,uci_sms_spam
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",scam,uci_sms_spam
I plane to give on this month end.,legitimate,uci_sms_spam
Wah lucky man... Then can save money... Hee...,legitimate,uci_sms_spam
Finished class where are you.,legitimate,uci_sms_spam
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,legitimate,uci_sms_spam
K..k:)where are you?how did you performed?,legitimate,uci_sms_spam
U can call me now...,legitimate,uci_sms_spam
I am waiting machan. Call me once you free.,legitimate,uci_sms_spam
Thats cool. i am a gentleman and will treat you with dignity and respect.,legitimate,uci_sms_spam
I like you peoples very much:) but am very shy pa.,legitimate,uci_sms_spam
Does not operate after  &lt;#&gt;  or what,legitimate,uci_sms_spam
Its not the same here. Still looking for a job. How much do Ta's earn there.,legitimate,uci_sms_spam
"Sorry, I'll call later",legitimate,uci_sms_spam
K. Did you call me just now ah? ,legitimate,uci_sms_spam
Ok i am on the way to home hi hi,legitimate,uci_sms_spam
You will be in the place of that man,legitimate,uci_sms_spam
Yup next stop.,legitimate,uci_sms_spam
"I call you later, don't have network. If urgnt, sms me.",legitimate,uci_sms_spam
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,legitimate,uci_sms_spam
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,legitimate,uci_sms_spam
I'm really not up to it still tonight babe,legitimate,uci_sms_spam
"Ela kano.,il download, come wen ur free..",legitimate,uci_sms_spam
Yeah do! Don‘t stand to close tho- you‘ll catch something!,legitimate,uci_sms_spam
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,legitimate,uci_sms_spam
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,legitimate,uci_sms_spam
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,scam,uci_sms_spam
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,legitimate,uci_sms_spam
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",scam,uci_sms_spam
Watching telugu movie..wat abt u?,legitimate,uci_sms_spam
i see. When we finish we have loads of loans to pay,legitimate,uci_sms_spam
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",legitimate,uci_sms_spam
I see a cup of coffee animation,legitimate,uci_sms_spam
Please don't text me anymore. I have nothing else to say.,legitimate,uci_sms_spam
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,legitimate,uci_sms_spam
I'm still looking for a car to buy. And have not gone 4the driving test yet.,legitimate,uci_sms_spam
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",legitimate,uci_sms_spam
Umma my life and vava umma love you lot dear,legitimate,uci_sms_spam
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,legitimate,uci_sms_spam
"Aight, I'll hit you up when I get some cash",legitimate,uci_sms_spam
How would my ip address test that considering my computer isn't a minecraft server,legitimate,uci_sms_spam
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,legitimate,uci_sms_spam
Dont worry. I guess he's busy.,legitimate,uci_sms_spam
What is the plural of the noun research?,legitimate,uci_sms_spam
Going for dinner.msg you after.,legitimate,uci_sms_spam
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,legitimate,uci_sms_spam
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,scam,uci_sms_spam
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",legitimate,uci_sms_spam
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",legitimate,uci_sms_spam
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,scam,uci_sms_spam
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,legitimate,uci_sms_spam
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,legitimate,uci_sms_spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,scam,uci_sms_spam
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",scam,uci_sms_spam
here is my new address -apples&pairs&all that malarky,legitimate,uci_sms_spam
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,scam,uci_sms_spam
I am going to sao mu today. Will be done only at 12 ,legitimate,uci_sms_spam
Ü predict wat time ü'll finish buying?,legitimate,uci_sms_spam
"Good stuff, will do.",legitimate,uci_sms_spam
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",legitimate,uci_sms_spam
Are you there in room.,legitimate,uci_sms_spam
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,legitimate,uci_sms_spam
K..k:)how much does it cost?,legitimate,uci_sms_spam
I'm home.,legitimate,uci_sms_spam
"Dear, will call Tmorrow.pls accomodate.",legitimate,uci_sms_spam
First answer my question.,legitimate,uci_sms_spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,scam,uci_sms_spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,scam,uci_sms_spam
I only haf msn. It's yijue@hotmail.com,legitimate,uci_sms_spam
He is there. You call and meet him,legitimate,uci_sms_spam
No no. I will check all rooms befor activities,legitimate,uci_sms_spam
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,scam,uci_sms_spam
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,legitimate,uci_sms_spam
"K, text me when you're on the way",legitimate,uci_sms_spam
"Sir, Waiting for your mail.",legitimate,uci_sms_spam
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",legitimate,uci_sms_spam
I know you are. Can you pls open the back?,legitimate,uci_sms_spam
Yes see ya not on the dot,legitimate,uci_sms_spam
Whats the staff name who is taking class for us?,legitimate,uci_sms_spam
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",scam,uci_sms_spam
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,legitimate,uci_sms_spam
K..i deleted my contact that why?,legitimate,uci_sms_spam
Sindu got job in birla soft ..,legitimate,uci_sms_spam
The wine is flowing and i'm i have nevering..,legitimate,uci_sms_spam
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,legitimate,uci_sms_spam
Ok... Ur typical reply...,legitimate,uci_sms_spam
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",legitimate,uci_sms_spam
Aaooooright are you at work?,legitimate,uci_sms_spam
I'm leaving my house now...,legitimate,uci_sms_spam
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",legitimate,uci_sms_spam
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,scam,uci_sms_spam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,scam,uci_sms_spam
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,legitimate,uci_sms_spam
New car and house for my parents.:)i have only new job in hand:),legitimate,uci_sms_spam
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,legitimate,uci_sms_spam
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,scam,uci_sms_spam
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",scam,uci_sms_spam
I place all ur points on e cultures module already.,legitimate,uci_sms_spam
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,scam,uci_sms_spam
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",legitimate,uci_sms_spam
Great escape. I fancy the bridge but needs her lager. See you tomo ,legitimate,uci_sms_spam
Yes :)it completely in out of form:)clark also utter waste.,legitimate,uci_sms_spam
"Sir, I need AXIS BANK account no and bank address.",legitimate,uci_sms_spam
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",legitimate,uci_sms_spam
What time you coming down later? ,legitimate,uci_sms_spam
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",legitimate,uci_sms_spam
"Well, i'm gonna finish my bath now. Have a good...fine night.",legitimate,uci_sms_spam
Let me know when you've got the money so carlos can make the call,legitimate,uci_sms_spam
U still going to the mall?,legitimate,uci_sms_spam
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",legitimate,uci_sms_spam
Text her. If she doesnt reply let me know so i can have her log in,legitimate,uci_sms_spam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,legitimate,uci_sms_spam
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,legitimate,uci_sms_spam
Lol no. U can trust me.,legitimate,uci_sms_spam
ok. I am a gentleman and will treat you with dignity and respect.,legitimate,uci_sms_spam
"He will, you guys close?",legitimate,uci_sms_spam
Going on nothing great.bye,legitimate,uci_sms_spam
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,legitimate,uci_sms_spam
"Haha awesome, be there in a minute",legitimate,uci_sms_spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,scam,uci_sms_spam
Have you got Xmas radio times. If not i will get it now,legitimate,uci_sms_spam
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,legitimate,uci_sms_spam
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,scam,uci_sms_spam
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,legitimate,uci_sms_spam
Hi :)finally i completed the course:),legitimate,uci_sms_spam
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,legitimate,uci_sms_spam
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,legitimate,uci_sms_spam
Gud mrng dear hav a nice day,legitimate,uci_sms_spam
Did u got that persons story,legitimate,uci_sms_spam
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,legitimate,uci_sms_spam
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,legitimate,uci_sms_spam
"Found it, ENC  &lt;#&gt; , where you at?",legitimate,uci_sms_spam
I sent you  &lt;#&gt;  bucks,legitimate,uci_sms_spam
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,legitimate,uci_sms_spam
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,legitimate,uci_sms_spam
Goodmorning sleeping ga.,legitimate,uci_sms_spam
U call me alter at 11 ok.,legitimate,uci_sms_spam
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,legitimate,uci_sms_spam
"Aight yo, dats straight dogg",legitimate,uci_sms_spam
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,legitimate,uci_sms_spam
Both :) i shoot big loads so get ready!,legitimate,uci_sms_spam
"What's up bruv, hope you had a great break. Do have a rewarding semester.",legitimate,uci_sms_spam
Home so we can always chat,legitimate,uci_sms_spam
K:)k:)good:)study well.,legitimate,uci_sms_spam
Yup... How ü noe leh...,legitimate,uci_sms_spam
Sounds great! Are you home now?,legitimate,uci_sms_spam
Finally the match heading towards draw as your prediction.,legitimate,uci_sms_spam
Tired. I haven't slept well the past few nights.,legitimate,uci_sms_spam
Easy ah?sen got selected means its good..,legitimate,uci_sms_spam
I have to take exam with march 3,legitimate,uci_sms_spam
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,legitimate,uci_sms_spam
Ok no prob. Take ur time.,legitimate,uci_sms_spam
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,legitimate,uci_sms_spam
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,legitimate,uci_sms_spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",scam,uci_sms_spam
Would really appreciate if you call me. Just need someone to talk to.,legitimate,uci_sms_spam
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",scam,uci_sms_spam
Hey company elama po mudyadhu.,legitimate,uci_sms_spam
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",legitimate,uci_sms_spam
Dear good morning now only i am up,legitimate,uci_sms_spam
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,legitimate,uci_sms_spam
Dear we are going to our rubber place,legitimate,uci_sms_spam
"Sorry battery died, yeah I'm here",legitimate,uci_sms_spam
Yes:)here tv is always available in work place..,legitimate,uci_sms_spam
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,scam,uci_sms_spam
I have printed it oh. So  &lt;#&gt;  come upstairs,legitimate,uci_sms_spam
Or ill be a little closer like at the bus stop on the same street,legitimate,uci_sms_spam
Where are you?when wil you reach here?,legitimate,uci_sms_spam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",legitimate,uci_sms_spam
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,scam,uci_sms_spam
Tomarrow final hearing on my laptop case so i cant.,legitimate,uci_sms_spam
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,legitimate,uci_sms_spam
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",legitimate,uci_sms_spam
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",legitimate,uci_sms_spam
U don't remember that old commercial?,legitimate,uci_sms_spam
Too late. I said i have the website. I didn't i have or dont have the slippers,legitimate,uci_sms_spam
I asked you to call him now ok,legitimate,uci_sms_spam
Kallis wont bat in 2nd innings.,legitimate,uci_sms_spam
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,legitimate,uci_sms_spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,scam,uci_sms_spam
Ranjith cal drpd Deeraj and deepak 5min hold,legitimate,uci_sms_spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",legitimate,uci_sms_spam
What you doing?how are you?,legitimate,uci_sms_spam
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",legitimate,uci_sms_spam
"I'm back, lemme know when you're ready",legitimate,uci_sms_spam
Don't necessarily expect it to be done before you get back though because I'm just now headin out,legitimate,uci_sms_spam
Mmm so yummy babe ... Nice jolt to the suzy,legitimate,uci_sms_spam
Where are you lover ? I need you ...,legitimate,uci_sms_spam
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,scam,uci_sms_spam
I‘m parked next to a MINI!!!! When are you coming in today do you think?,legitimate,uci_sms_spam
Yup,legitimate,uci_sms_spam
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,legitimate,uci_sms_spam
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,legitimate,uci_sms_spam
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,scam,uci_sms_spam
Why you Dint come with us.,legitimate,uci_sms_spam
Same. Wana plan a trip sometme then,legitimate,uci_sms_spam
"Not sure yet, still trying to get a hold of him",legitimate,uci_sms_spam
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,scam,uci_sms_spam
The evo. I just had to download flash. Jealous?,legitimate,uci_sms_spam
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,scam,uci_sms_spam
"Come to mu, we're sorting out our narcotics situation",legitimate,uci_sms_spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",legitimate,uci_sms_spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,scam,uci_sms_spam
"Usf I guess, might as well take 1 car",legitimate,uci_sms_spam
No objection. My bf not coming.,legitimate,uci_sms_spam
Thanx...,legitimate,uci_sms_spam
Tell rob to mack his gf in the theater,legitimate,uci_sms_spam
"Awesome, I'll see you in a bit",legitimate,uci_sms_spam
Just sent it. So what type of food do you like?,legitimate,uci_sms_spam
All done? All handed in? Celebrations in full swing yet?,legitimate,uci_sms_spam
You got called a tool?,legitimate,uci_sms_spam
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",legitimate,uci_sms_spam
Ok. I asked for money how far,legitimate,uci_sms_spam
Okie...,legitimate,uci_sms_spam
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",legitimate,uci_sms_spam
"K, I might come by tonight then if my class lets out early",legitimate,uci_sms_spam
Ok..,legitimate,uci_sms_spam
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,legitimate,uci_sms_spam
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",legitimate,uci_sms_spam
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",legitimate,uci_sms_spam
Hey you told your name to gautham ah?,legitimate,uci_sms_spam
Haf u found him? I feel so stupid da v cam was working.,legitimate,uci_sms_spam
Oops. 4 got that bit.,legitimate,uci_sms_spam
Are you this much buzy,legitimate,uci_sms_spam
I accidentally deleted the message. Resend please.,legitimate,uci_sms_spam
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,scam,uci_sms_spam
Unless it's a situation where YOU GO GURL would be more appropriate,legitimate,uci_sms_spam
